Index,Red,Green,Blue
3382,240,44,195
3383,240,44,195
3384,240,44,195
3385,240,44,195
3386,240,44,196
3387,239,44,196
3388,239,44,196
3389,239,44,196
3390,239,43,196
3391,239,43,196
3392,239,43,196
3393,239,43,196
3394,239,43,196
3395,239,43,196
3396,239,43,196
3397,239,43,196
3398,239,42,197
3399,239,42,197
3400,239,42,197
3401,239,42,197
3402,239,42,197
3403,239,42,197
3404,239,42,197
3405,239,42,197
3406,239,41,197
3407,239,41,197
3408,239,41,197
3409,238,41,197
3410,238,41,198
3411,238,41,198
3412,238,41,198
3413,238,41,198
3414,238,40,198
3415,238,40,198
3416,238,40,198
3417,238,40,198
3418,238,40,198
3419,238,40,198
3420,238,40,198
3421,238,40,198
3422,238,39,198
3423,238,39,199
3424,238,39,199
3425,238,39,199
3426,238,39,199
3427,238,39,199
3428,238,39,199
3429,238,38,199
3430,238,38,199
3431,237,38,199
3432,237,38,199
3433,237,38,199
3434,237,38,199
3435,237,38,200
3436,237,38,200
3437,237,37,200
3438,237,37,200
3439,237,37,200
3440,237,37,200
3441,237,37,200
3442,237,37,200
3443,237,37,200
3444,237,37,200
3445,237,36,200
3446,237,36,200
3447,237,36,200
3448,237,36,201
3449,237,36,201
3450,237,36,201
3451,237,36,201
3452,236,36,201
3453,236,35,201
3454,236,35,201
3455,236,35,201
3456,236,35,201
3457,236,35,201
3458,236,35,201
3459,236,35,201
3460,236,35,201
3461,236,34,202
3462,236,34,202
3463,236,34,202
3464,236,34,202
3465,236,34,202
3466,236,34,202
3467,236,34,202
3468,236,34,202
3469,236,34,202
3470,236,33,202
3471,236,33,202
3472,236,33,202
3473,235,33,202
3474,235,33,203
3475,235,33,203
3476,235,33,203
3477,235,33,203
3478,235,32,203
3479,235,32,203
3480,235,32,203
3481,235,32,203
3482,235,32,203
3483,235,32,203
3484,235,32,203
3485,235,32,203
3486,235,31,203
3487,235,31,204
3488,235,31,204
3489,235,31,204
3490,235,31,204
3491,235,31,204
3492,235,31,204
3493,235,31,204
3494,234,30,204
3495,234,30,204
3496,234,30,204
3497,234,30,204
3498,234,30,204
3499,234,30,204
3500,234,30,204
3501,234,30,205
3502,234,29,205
3503,234,29,205
3504,234,29,205
3505,234,29,205
3506,234,29,205
3507,234,29,205
3508,234,29,205
3509,234,29,205
3510,234,29,205
3511,234,28,205
3512,234,28,205
3513,234,28,205
3514,234,28,205
3515,233,28,206
3516,233,28,206
3517,233,28,206
3518,233,28,206
3519,233,27,206
3520,233,27,206
3521,233,27,206
3522,233,27,206
3523,233,27,206
3524,233,27,206
3525,233,27,206
3526,233,27,206
3527,233,26,206
3528,233,26,206
3529,233,26,207
3530,233,26,207
3531,233,26,207
3532,233,26,207
3533,233,26,207
3534,233,26,207
3535,232,26,207
3536,232,25,207
3537,232,25,207
3538,232,25,207
3539,232,25,207
3540,232,25,207
3541,232,25,207
3542,232,25,207
3543,232,25,208
3544,232,24,208
3545,232,24,208
3546,232,24,208
3547,232,24,208
3548,232,24,208
3549,232,24,208
3550,232,24,208
3551,232,24,208
3552,232,24,208
3553,232,23,208
3554,232,23,208
3555,232,23,208
3556,231,23,208
3557,231,23,208
3558,231,23,209
3559,231,23,209
3560,231,23,209
3561,231,23,209
3562,231,22,209
3563,231,22,209
3564,231,22,209
3565,231,22,209
3566,231,22,209
3567,231,22,209
3568,231,22,209
3569,231,22,209
3570,231,21,209
3571,231,21,209
3572,231,21,209
3573,231,21,210
3574,231,21,210
3575,231,21,210
3576,230,21,210
3577,230,21,210
3578,230,21,210
3579,230,20,210
3580,230,20,210
3581,230,20,210
3582,230,20,210
3583,230,20,210
3584,230,20,210
3585,230,20,210
3586,230,20,210
3587,230,20,210
3588,230,19,210
3589,230,19,211
3590,230,19,211
3591,230,19,211
3592,230,19,211
3593,230,19,211
3594,230,19,211
3595,230,19,211
3596,230,19,211
3597,229,18,211
3598,229,18,211
3599,229,18,211
3600,229,18,211
3601,229,18,211
3602,229,18,211
3603,229,18,211
3604,229,18,211
3605,229,18,212
3606,229,17,212
3607,229,17,212
3608,229,17,212
3609,229,17,212
3610,229,17,212
3611,229,17,212
3612,229,17,212
3613,229,17,212
3614,229,17,212
3615,229,16,212
3616,229,16,212
3617,228,16,212
3618,228,16,212
3619,228,16,212
3620,228,16,212
3621,228,16,213
3622,228,16,213
3623,228,16,213
3624,228,15,213
3625,228,15,213
3626,228,15,213
3627,228,15,213
3628,228,15,213
3629,228,15,213
3630,228,15,213
3631,228,15,213
3632,228,15,213
3633,228,14,213
3634,228,14,213
3635,228,14,213
3636,228,14,213
3637,228,14,213
3638,227,14,214
3639,227,14,214
3640,227,14,214
3641,227,14,214
3642,227,14,214
3643,227,13,214
3644,227,13,214
3645,227,13,214
3646,227,13,214
3647,227,13,214
3648,227,13,214
3649,227,13,214
3650,227,13,214
3651,227,13,214
3652,227,12,214
3653,227,12,214
3654,227,12,214
3655,227,12,215
3656,227,12,215
3657,227,12,215
3658,227,12,215
3659,226,12,215
3660,226,12,215
3661,226,12,215
3662,226,11,215
3663,226,11,215
3664,226,11,215
3665,226,11,215
3666,226,11,215
3667,226,11,215
3668,226,11,215
3669,226,11,215
3670,226,11,215
3671,226,10,215
3672,226,10,215
3673,226,10,216
3674,226,10,216
3675,226,10,216
3676,226,10,216
3677,226,10,216
3678,226,10,216
3679,226,10,216
3680,225,10,216
3681,225,9,216
3682,225,9,216
3683,225,9,216
3684,225,9,216
3685,225,9,216
3686,225,9,216
3687,225,9,216
3688,225,9,216
3689,225,9,216
3690,225,9,216
3691,225,8,216
3692,225,8,217
3693,225,8,217
3694,225,8,217
3695,225,8,217
3696,225,8,217
3697,225,8,217
3698,225,8,217
3699,225,8,217
3700,225,8,217
3701,225,8,217
3702,224,7,217
3703,224,7,217
3704,224,7,217
3705,224,7,217
3706,224,7,217
3707,224,7,217
3708,224,7,217
3709,224,7,217
3710,224,7,217
3711,224,7,217
3712,224,6,218
3713,224,6,218
3714,224,6,218
3715,224,6,218
3716,224,6,218
3717,224,6,218
3718,224,6,218
3719,224,6,218
3720,224,6,218
3721,224,6,218
3722,224,6,218
3723,224,5,218
3724,223,5,218
3725,223,5,218
3726,223,5,218
3727,223,5,218
3728,223,5,218
3729,223,5,218
3730,223,5,218
3731,223,5,218
3732,223,5,218
3733,223,5,219
3734,223,4,219
3735,223,4,219
3736,223,4,219
3737,223,4,219
3738,223,4,219
3739,223,4,219
3740,223,4,219
3741,223,4,219
3742,223,4,219
3743,223,4,219
3744,223,4,219
3745,223,4,219
3746,223,3,219
3747,222,3,219
3748,222,3,219
3749,222,3,219
3750,222,3,219
3751,222,3,219
3752,222,3,219
3753,222,3,219
3754,222,3,219
3755,222,3,219
3756,222,3,220
3757,222,3,220
3758,222,2,220
3759,222,2,220
3760,222,2,220
3761,222,2,220
3762,222,2,220
3763,222,2,220
3764,222,2,220
3765,222,2,220
3766,222,2,220
3767,222,2,220
3768,222,2,220
3769,222,2,220
3770,222,2,220
3771,222,1,220
3772,222,1,220
3773,221,1,220
3774,221,1,220
3775,221,1,220
3776,221,1,220
3777,221,1,220
3778,221,1,220
3779,221,1,220
3780,221,1,220
3781,221,1,220
3782,221,1,220
3783,221,1,221
3784,221,1,221
3785,221,1,221
3786,221,0,221
3787,221,0,221
3788,221,0,221
3789,221,0,221
3790,221,0,221
3791,221,0,221
3792,221,0,221
3793,221,0,221
3794,221,0,221
3795,221,0,221
3796,221,1,221
3797,221,2,221
3798,221,3,221
3799,221,3,221
3800,221,4,221
3801,222,5,222
3802,222,6,222
3803,222,7,222
3804,222,8,222
3805,222,8,222
3806,222,9,222
3807,222,10,222
3808,222,11,222
3809,222,12,222
3810,223,13,223
3811,223,14,223
3812,223,14,223
3813,223,15,223
3814,223,16,223
3815,223,17,223
3816,223,18,223
3817,223,19,223
3818,223,20,223
3819,224,20,224
3820,224,21,224
3821,224,22,224
3822,224,23,224
3823,224,24,224
3824,224,25,224
3825,224,26,224
3826,224,26,224
3827,224,27,224
3828,225,28,225
3829,225,29,225
3830,225,30,225
3831,225,31,225
3832,225,31,225
3833,225,32,225
3834,225,33,225
3835,225,34,225
3836,226,35,226
3837,226,36,226
3838,226,37,226
3839,226,37,226
3840,226,38,226
3841,226,39,226
3842,226,40,226
3843,226,41,226
3844,226,42,226
3845,227,42,227
3846,227,43,227
3847,227,44,227
3848,227,45,227
3849,227,46,227
3850,227,47,227
3851,227,48,227
3852,227,48,227
3853,227,49,227
3854,228,50,228
3855,228,51,228
3856,228,52,228
3857,228,53,228
3858,228,54,228
3859,228,54,228
3860,228,55,228
3861,228,56,228
3862,228,57,228
3863,229,58,229
3864,229,59,229
3865,229,59,229
3866,229,60,229
3867,229,61,229
3868,229,62,229
3869,229,63,229
3870,229,64,229
3871,229,65,229
3872,230,65,230
3873,230,66,230
3874,230,67,230
3875,230,68,230
3876,230,69,230
3877,230,70,230
3878,230,71,230
3879,230,71,230
3880,231,72,231
3881,231,73,231
3882,231,74,231
3883,231,75,231
3884,231,76,231
3885,231,77,231
3886,231,77,231
3887,231,78,231
3888,231,79,231
3889,232,80,232
3890,232,81,232
3891,232,82,232
3892,232,82,232
3893,232,83,232
3894,232,84,232
3895,232,85,232
3896,232,86,232
3897,232,87,232
3898,233,88,233
3899,233,88,233
3900,233,89,233
3901,233,90,233
3902,233,91,233
3903,233,92,233
3904,233,93,233
3905,233,93,233
3906,233,94,233
3907,234,95,234
3908,234,96,234
3909,234,97,234
3910,234,98,234
3911,234,99,234
3912,234,99,234
3913,234,100,234
3914,234,101,234
3915,235,102,235
3916,235,103,235
3917,235,104,235
3918,235,105,235
3919,235,105,235
3920,235,106,235
3921,235,107,235
3922,235,108,235
3923,235,109,235
3924,236,110,236
3925,236,111,236
3926,236,111,236
3927,236,112,236
3928,236,113,236
3929,236,114,236
3930,236,115,236
3931,236,116,236
3932,236,116,236
3933,237,117,237
3934,237,118,237
3935,237,119,237
3936,237,120,237
3937,237,121,237
3938,237,122,237
3939,237,122,237
3940,237,123,237
3941,237,124,237
3942,238,125,238
3943,238,126,238
3944,238,127,238
3945,238,128,238
3946,238,128,238
3947,238,129,238
3948,238,130,238
3949,238,131,238
3950,238,132,238
3951,239,133,239
3952,239,133,239
3953,239,134,239
3954,239,135,239
3955,239,136,239
3956,239,137,239
3957,239,138,239
3958,239,139,239
3959,240,139,240
3960,240,140,240
3961,240,141,240
3962,240,142,240
3963,240,143,240
3964,240,144,240
3965,240,145,240
3966,240,145,240
3967,240,146,240
3968,241,147,241
3969,241,148,241
3970,241,149,241
3971,241,150,241
3972,241,150,241
3973,241,151,241
3974,241,152,241
3975,241,153,241
3976,241,154,241
3977,242,155,242
3978,242,156,242
3979,242,156,242
3980,242,157,242
3981,242,158,242
3982,242,159,242
3983,242,160,242
3984,242,161,242
3985,242,162,242
3986,243,162,243
3987,243,163,243
3988,243,164,243
3989,243,165,243
3990,243,166,243
3991,243,167,243
3992,243,167,243
3993,243,168,243
3994,243,169,243
3995,244,170,244
3996,244,171,244
3997,244,172,244
3998,244,173,244
3999,244,173,244
4000,244,174,244
4001,244,175,244
4002,244,176,244
4003,245,177,245
4004,245,178,245
4005,245,179,245
4006,245,179,245
4007,245,180,245
4008,245,181,245
4009,245,182,245
4010,245,183,245
4011,245,184,245
4012,246,184,246
4013,246,185,246
4014,246,186,246
4015,246,187,246
4016,246,188,246
4017,246,189,246
4018,246,190,246
4019,246,190,246
4020,246,191,246
4021,247,192,247
4022,247,193,247
4023,247,194,247
4024,247,195,247
4025,247,196,247
4026,247,196,247
4027,247,197,247
4028,247,198,247
4029,247,199,247
4030,248,200,248
4031,248,201,248
4032,248,201,248
4033,248,202,248
4034,248,203,248
4035,248,204,248
4036,248,205,248
4037,248,206,248
4038,249,207,249
4039,249,207,249
4040,249,208,249
4041,249,209,249
4042,249,210,249
4043,249,211,249
4044,249,212,249
4045,249,213,249
4046,249,213,249
4047,250,214,250
4048,250,215,250
4049,250,216,250
4050,250,217,250
4051,250,218,250
4052,250,218,250
4053,250,219,250
4054,250,220,250
4055,250,221,250
4056,251,222,251
4057,251,223,251
4058,251,224,251
4059,251,224,251
4060,251,225,251
4061,251,226,251
4062,251,227,251
4063,251,228,251
4064,251,229,251
4065,252,230,252
4066,252,230,252
4067,252,231,252
4068,252,232,252
4069,252,233,252
4070,252,234,252
4071,252,235,252
4072,252,235,252
4073,252,236,252
4074,253,237,253
4075,253,238,253
4076,253,239,253
4077,253,240,253
4078,253,241,253
4079,253,241,253
4080,253,242,253
4081,253,243,253
4082,254,244,254
4083,254,245,254
4084,254,246,254
4085,254,247,254
4086,254,247,254
4087,254,248,254
4088,254,249,254
4089,254,250,254
4090,254,251,254
4091,255,252,255
4092,255,252,255
4093,255,253,255
4094,255,254,255
4095,255,255,255
