Index,Red,Green,Blue
233 0.73661 0.12477 0.00769
234 0.72686 0.11867 0.00695
235 0.71692 0.11268 0.00629
236 0.7068 0.1068 0.00571
237 0.6965 0.10102 0.00522
238 0.68602 0.09536 0.00481
239 0.67535 0.0898 0.00449
240 0.66449 0.08436 0.00424
241 0.65345 0.07902 0.00408
242 0.64223 0.0738 0.00401
243 0.63082 0.06868 0.00401
244 0.61923 0.06367 0.0041
245 0.60746 0.05878 0.00427
246 0.5955 0.05399 0.00453
247 0.58336 0.04931 0.00486
248 0.57103 0.04474 0.00529
249 0.55852 0.04028 0.00579
250 0.54583 0.03593 0.00638
251 0.53295 0.03169 0.00705
252 0.51989 0.02756 0.0078
253 0.50664 0.02354 0.00863
254 0.49321 0.01963 0.00955
255 0.4796 0.01583 0.01055
